Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
BMW, BMW X6 xDrive40i M Sport - 2021,2021,used,SUV,18000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4350000000
Mitsubishi, Mitsubishi Triton 4x2 AT - 2016,2016,used,Bán tải ,90000,4,5,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,null,405000000
Toyota, Toyota Camry 2.4G - 2004,2004,used,Sedan,0,4,5,Xăng,2.4,Số tay,FWD - Dẫn động cầu trước,null,255000000
Porsche, Porsche Macan 2.0 - 2022,2022,used,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3600000000
Toyota, Toyota Zace Surf - 2005,2005,used,SUV,110000,5,8,Xăng,1.8,Số tay,RFD - Dẫn động cầu sau,null,275000000
Mercedes, Mercedes Benz C class C200 - 2016,2016,used,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,815000000
Toyota, Toyota Fortuner Legender 2.4L 4x2 AT - 2022,2022,used,SUV,4500,5,7,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,07,1190000000
Toyota, Toyota Corolla Cross 1.8V - 2022,2022,used,SUV,4988,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,815000000
Mazda, Mazda CX5 Luxury 2.0 AT - 2022,2022,used,SUV,16000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,785000000
Lexus, Lexus LX 600 - 2022,2022,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,10950000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2015,2015,used,Bán tải ,90000,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,445000000
Toyota, Toyota Innova 2.0G - 2016,2016,used,Crossover,90000,5,8,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,465000000
BMW, BMW i8 1.5L Hybrid - 2016,2016,used,Coupe,20000,2,4,Hybrid,1.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3830000000
Hyundai, Hyundai SantaFe Tiêu chuẩn 2.2L - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,6,1100000000
Mazda, Mazda CX8 Luxury - 2020,2020,used,SUV,22000,5,7,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,880000000
Toyota, Toyota Corolla Cross 1.8V - 2023,2023,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,830000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2022,2022,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,648000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,642000000
Honda, Honda CRV 2.4 AT - 2015,2015,used,SUV,70000,5,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,569000000
Mitsubishi, Mitsubishi Attrage 1.2 CVT - 2022,2022,new,Sedan,0,4,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,5,405000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,515000000
Mercedes, Mercedes Benz Maybach S600 - 2015,2015,used,Sedan,0,4,4,Xăng,6.0,Số tự động,RFD - Dẫn động cầu sau,null,5600000000
Lexus, Lexus RX 350 - 2017,2017,used,SUV,52000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,6,2968000000
VinFast, VinFast VF8 Plus - 2023,2023,new,SUV,0,4,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,994000000
BMW, BMW i8 1.5L Hybrid - 2016,2016,used,Coupe,30000,2,4,Hybrid,1.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3828000000
Toyota, Toyota Corolla altis 1.8G - 2017,2017,used,Sedan,56000,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,8,535000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1245000000
Lexus, Lexus LX 570 - 2012,2012,used,SUV,0,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,3190000000
Hyundai, Hyundai SantaFe Premium 2.2L HTRAC - 2019,2019,used,SUV,40000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,979000000
Kia, Kia Rondo GMT - 2018,2018,used,SUV,68000,5,7,Xăng,2.0,Số tay,FWD - Dẫn động cầu trước,null,405000000
Kia, Kia Sedona 3.3 GAT Premium - 2019,2019,used,Van,38000,4,7,Xăng,3.3,Số tự động,FWD - Dẫn động cầu trước,null,920000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2779000000
Hyundai, Hyundai Accent 1.4 MT - 2018,2018,used,Sedan,51000,4,5,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,null,355000000
Toyota, Toyota Camry 2.0G - 2021,2021,used,Sedan,5000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,1000000000
Ford, Ford Escape 3.0 V6 - 2003,2003,used,SUV,0,5,5,Xăng,3.0,Số tự động,4WD - Dẫn động 4 bánh,null,116000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,502000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2017,2017,used,SUV,0,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,null,745000000
Kia, Kia Forte SX 1.6 AT - 2013,2013,used,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,330000000
Mercedes, Mercedes Benz GLA class GLA 200 - 2015,2015,used,SUV,70000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,619000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2019,2019,used,SUV,60000,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,7,700000000
Audi, Audi Q7 45 TFSI Quattro - 2023,2023,new,SUV,0,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,10,4020000000
Audi, Audi Q2 35 SLine - 2023,2023,new,Crossover,0,5,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,6,1590000000
Lexus, Lexus GX 460 - 2010,2010,used,SUV,150000,5,7,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,1320000000
Kia, Kia Morning SX 1.1 AT Sport - 2011,2011,used,Hatchback,0,5,5,Xăng,1.1,Số tự động,FWD - Dẫn động cầu trước,null,225000000
Lexus, Lexus LX 600 Vip - 2022,2022,new,SUV,0,5,4,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,12500000000
Mercedes, Mercedes Benz GLS 450 - 2020,2020,used,SUV,20000,5,7,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,4650000000
Mercedes, Mercedes Benz GLC 200 - 2020,2020,used,SUV,20000,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,6,1380000000
Mazda, Mazda CX5 2.0 AT - 2018,2018,used,SUV,76000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,645000000
BMW, BMW 5 Series 530i M Sport - 2022,2022,used,Sedan,9000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,7,2980000000
Ford, Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,null,706000000
Hyundai, Hyundai Getz 1.1 MT - 2010,2010,used,Hatchback,10000,5,5,Xăng,1.1,Số tay,FWD - Dẫn động cầu trước,5,155000000
Toyota, Toyota Hilux 2.5E 4x2 MT - 2016,2016,used,Bán tải ,79000,4,5,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,6,485000000
Mitsubishi, Mitsubishi Attrage 1.2 CVT - 2022,2022,new,Sedan,0,4,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,457000000
Hyundai, Hyundai Accent - 2019,2019,used,Sedan,71000,0,5,Xăng,null,Số tự động,-,null,390000000
Toyota, Toyota Vios G 1.5 CVT - 2021,2021,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,529000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2019,2019,used,SUV,50000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,535000000
Hyundai, Hyundai Elantra 1.6 MT - 2021,2021,used,Sedan,6000,4,5,Xăng,1.6,Số tay,FWD - Dẫn động cầu trước,null,495000000
BMW, BMW X6 xDrive40i M Sport - 2020,2020,used,SUV,0,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3950000000
Lexus, Lexus LX 570 - 2015,2015,used,SUV,80000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,6250000000
BMW, BMW 3 Series 320i Sport Line - 2019,2019,used,Sedan,30000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,7,1280000000
Hyundai, Hyundai Kona 2.0 AT - 2021,2021,used,Crossover,13000,5,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,6,568000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,500000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,used,Sedan,10000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,505000000
Kia, Kia Cerato 2.0 AT Premium - 2019,2019,used,Sedan,31118,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,563000000
Kia, Kia Seltos Deluxe 1.4 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,7,622000000
Ford, Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,8,1299000000
Hyundai, Hyundai Tucson 2.0 AT - 2018,2018,used,Crossover,45000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,645000000
Kia, Kia K3 Premium 2.0 AT - 2022,2022,used,Sedan,11000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,665000000
Toyota, Toyota Vios 1.5E MT - 2019,2019,used,Sedan,50000,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,415000000
Toyota, Toyota Camry 2.0E - 2017,2017,used,Sedan,80000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,740000000
Kia, Kia Cerato 1.6 AT Luxury - 2019,2019,used,Sedan,36000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,535000000
Ford, Ford EcoSport Trend 1.5 AT - 2020,2020,used,SUV,23000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,465000000
Honda, Honda Brio RS - 2021,2021,used,Hatchback,16000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,5,420000000
Mazda, Mazda CX5 2.5 AT 2WD - 2018,2018,used,SUV,0,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,695000000
Mercedes, Mercedes Benz S class S400L - 2015,2015,used,Sedan,77000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,1970000000
Ford, Ford Ranger XLS 4x2 AT - 2016,2016,used,Bán tải ,90000,4,4,Dầu,null,Số tự động,-,null,479000000
Mazda, Mazda 3 1.5L Luxury - 2022,2022,used,Sedan,17000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,629000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2015,2015,used,Bán tải ,80000,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,425000000
Mercedes, Mercedes Benz E class E250 - 2017,2017,used,Sedan,50000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1195000000
Toyota, Toyota Vios 1.5 G - 2022,2022,used,Sedan,10000,0,0,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,545000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2021,2021,used,SUV,21000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1818000000
Toyota, Toyota Vios E 1.5 MT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,479000000
Toyota, Toyota Vios 1.5E - 2015,2015,used,Sedan,80933,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,260000000
Volvo, Volvo XC90 T6 Inscription - 2016,2016,used,SUV,140000,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1900000000
Toyota, Toyota Vios 1.5 G - 2011,2011,used,Sedan,120963,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,295000000
Mercedes, Mercedes Benz C class C300 AMG - 2016,2016,used,Sedan,64000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,899000000
Mazda, Mazda 3 1.5 AT - 2017,2017,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,475000000
Toyota, Toyota Innova 2.0E - 2019,2019,used,Crossover,21400,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,620000000
Hyundai, Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,660000000
Ferrari, Ferrari 488 GTB - 2015,2015,used,Coupe,20000,2,2,Xăng,3.9,Số tự động,RFD - Dẫn động cầu sau,8,13000000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,6,1230000000
Hyundai, Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2023,2023,new,Crossover,0,5,5,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,5,1030000000
Lexus, Lexus LS 500h - 2017,2017,used,Sedan,40000,4,5,Hybrid,3.5,Số tự động,FWD - Dẫn động cầu trước,null,5280000000
Mercedes, Mercedes Benz E class E180 - 2021,2021,used,Sedan,9600,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1690000000
Mazda, Mazda CX5 2.0 AT - 2016,2016,used,SUV,80000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,585000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,642000000
Toyota, Toyota Vios 1.5G - 2015,2015,used,Sedan,72000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,380000000
Toyota, Toyota Vios 1.5E CVT - 2017,2017,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,375000000
Suzuki, Suzuki Swift GLX 1.2 AT - 2023,2023,new,Hatchback,0,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,559000000
Toyota, Toyota Venza 2.7 - 2009,2009,used,Crossover,0,5,5,Xăng,2.7,Số tự động,FWD - Dẫn động cầu trước,null,545000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2011,2011,used,SUV,0,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,375000000
Toyota, Toyota Highlander LE 2.7 - 2016,2016,used,SUV,60000,5,7,Xăng,2.7,Số tự động,FWD - Dẫn động cầu trước,null,1380000000
Hyundai, Hyundai Tucson 2.0 AT Đặc biệt - 2021,2021,used,Crossover,26000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,780000000
Chevrolet, Chevrolet Trailblazer LTZ 2.8L 4x4 AT - 2018,2018,used,SUV,65000,5,7,Dầu,2.8,Số tự động,AWD - 4 bánh toàn thời gian,7,645000000
Toyota, Toyota Camry 2.0E - 2010,2010,used,Sedan,1,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,375000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2018,2018,used,SUV,40000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,12,1480000000
Mazda, Mazda 3 1.5 AT - 2017,2017,used,Hatchback,49000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,445000000
Toyota, Toyota Raize G 1.0 CVT - 2021,2021,used,SUV,35000,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,5,525000000
Toyota, Toyota Corolla Cross 1.8HV - 2021,2021,used,SUV,22000,5,5,Hybrid,1.8,Số tự động,FWD - Dẫn động cầu trước,4,880000000
Hyundai, Hyundai Tucson 1.6 AT Turbo - 2018,2018,used,Crossover,42000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,710000000
Ford, Ford Explorer Limited 2.3L EcoBoost - 2022,2022,new,SUV,0,5,7,Xăng,2.3,Số tự động,AWD - 4 bánh toàn thời gian,null,2439000000
Mazda, Mazda 6 2.0 AT - 2015,2015,used,Sedan,110000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,525000000
Ford, Ford EcoSport 1.5 TITANIUM - 2020,2020,used,Crossover,21000,5,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,6,535000000
Hyundai, Hyundai Kona 2.0 ATH - 2019,2019,used,Crossover,58000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,520000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2016,2016,used,SUV,70000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,599000000
BMW, BMW 5 Series 528i GT - 2015,2015,used,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,999000000
Kia, Kia Morning 1.0 AT - 2011,2011,used,Hatchback,90000,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,237000000
Toyota, Toyota Raize G 1.0 CVT - 2023,2023,new,SUV,0,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,535000000
VinFast, VinFast VF8 Eco - 2022,2022,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,830000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2023,2023,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,5166000000
Mazda, Mazda cx3 Deluxe 1.5 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,584000000
Mercedes, Mercedes Benz GLB 200 AMG - 2022,2022,new,SUV,0,5,7,Xăng,1.3,Số tự động,RFD - Dẫn động cầu sau,10,2089000000
Toyota, Toyota Corolla altis 1.8G AT - 2020,2020,used,Sedan,47000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,625000000
Lexus, Lexus RX 350L - 2020,2020,used,SUV,58000,5,7,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3090000000
Ford, Ford Territory Titanium X 1.5 AT - 2023,2023,new,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,889000000
Mercedes, Mercedes Benz GLC 250 4Matic - 2016,2016,used,SUV,60000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,7,1175000000
Honda, Honda CRV L - 2022,2022,used,SUV,10000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,950000000
Mazda, Mazda CX5 2.0 AT AWD - 2015,2015,used,SUV,80000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,505000000
Toyota, Toyota Vios 1.5G - 2018,2018,used,Sedan,40000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,435000000
Hyundai, Hyundai Elantra N-Line 1.6 Turbo AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,740000000
Chevrolet, Chevrolet Trailblazer LTZ 4x4 2 cầu điện - 2019,2019,used,SUV,70000,5,7,Dầu,null,Số tự động,4WD - Dẫn động 4 bánh,7,610000000
Porsche, Porsche Macan 2.0 - 2022,2022,used,SUV,2000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3599000000
LandRover, LandRover Range Rover Sport HSE - 2010,2010,used,SUV,120000,5,5,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,680000000
Hyundai, Hyundai Tucson 2.0 AT 4WD - 2012,2012,used,Crossover,72000,5,5,Xăng,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,430000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2018,2018,used,SUV,60000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1390000000
LandRover, LandRover Range Rover Evoque Dynamic - 2011,2011,used,SUV,80000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,700000000
Porsche, Porsche Panamera Turbo - 2011,2011,used,Sedan,27000,4,4,Xăng,4.8,Số tự động,RFD - Dẫn động cầu sau,null,1900000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,2021,used,SUV,30000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1145000000
Mercedes, Mercedes Benz GLE Class GLE 450 4Matic - 2022,2022,used,SUV,50,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4550000000
Mercedes, Mercedes Benz C class C300 AMG - 2021,2021,used,Sedan,25000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1599000000
VinFast, VinFast Fadil 1.4 AT - 2021,2021,used,Hatchback,2000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,329000000
Ford, Ford EcoSport Titanium 1.0 EcoBoost - 2019,2019,used,SUV,41000,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,485000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2017,2017,used,SUV,0,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,null,715000000
Mercedes, Mercedes Benz G class G63 AMG - 2021,2021,used,SUV,5000,5,5,Xăng,4.0,Số tự động,AWD - 4 bánh toàn thời gian,null,13460000000
Mercedes, Mercedes Benz E class E180 - 2022,2022,used,Sedan,50,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,8,1979000000
Kia, Kia Sedona 2.2L DATH - 2016,2016,used,Van,0,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,695000000
Mercedes, Mercedes Benz EQS 450 Plus - 2023,2023,new,Sedan,0,4,5,Điện,0.2,Số tự động,RFD - Dẫn động cầu sau,null,4839000000
Mercedes, Mercedes Benz CLA class CLA 250 4Matic - 2014,2014,used,Sedan,100000,4,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,680000000
Toyota, Toyota Prado VX 2.7L - 2020,2020,used,SUV,29000,5,7,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,2285000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2021,2021,used,Sedan,8000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,2099000000
Subaru, Subaru Forester 2.0 i-L EyeSight - 2023,2023,new,SUV,0,5,5,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,1033000000
Ford, Ford EcoSport Titanium 1.5L AT - 2015,2015,used,SUV,80000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,360000000
Mazda, Mazda CX5 2.0 AT - 2019,2019,used,SUV,38000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,695000000
Mercedes, Mercedes Benz Maybach S450 4Matic - 2019,2019,used,Sedan,30000,4,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,11,5899000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2022,2022,used,SUV,50,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2019000000
Mitsubishi, Mitsubishi Xpander 1.5 MT - 2020,2020,used,SUV,30000,5,7,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,475000000
Kia, Kia Cerato 1.6 AT Luxury - 2019,2019,used,Sedan,37000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,532000000
Honda, Honda CRV G - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,883000000
Mitsubishi, Mitsubishi Xpander Cross 1.5 AT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,670000000
Mercedes, Mercedes Benz GL GL 450 4Matic - 2007,2007,used,SUV,190000,5,7,Xăng,4.7,Số tự động,AWD - 4 bánh toàn thời gian,12,498000000
Kia, Kia Cerato 1.6 AT - 2018,2018,used,Sedan,61000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,450000000
Mercedes, Mercedes Benz GLE Class GLE 450 4Matic - 2020,2020,used,SUV,30000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3350000000
Toyota, Toyota Prado VX 2.7L - 2023,2023,new,SUV,0,5,7,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,2628000000
Toyota, Toyota Fortuner AT 4x2 - 2019,2019,used,SUV,12000,5,7,Dầu,null,Số tự động,RFD - Dẫn động cầu sau,8,890000000
Hyundai, Hyundai i10 AT 1.2 - 2020,2020,used,Hatchback,30000,5,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,385000000
BMW, BMW X6 xDrive35i - 2009,2009,used,SUV,126986,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,6,580000000
Toyota, Toyota Prado VX 2.7L - 2023,2023,new,SUV,0,5,7,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,2588000000
Mercedes, Mercedes Benz C class C200 Avantgarde - 2022,2022,used,Sedan,2000,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,7,1629000000
Hyundai, Hyundai SantaFe Cao cấp 2.4L HTRAC - 2021,2021,used,SUV,22000,5,7,Xăng,2.4,Số tự động,AWD - 4 bánh toàn thời gian,null,975000000
Mazda, Mazda CX5 2.5 AT 2WD - 2019,2019,used,SUV,39000,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,715000000
Toyota, Toyota Camry 2.5Q - 2020,2020,used,Sedan,17000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,975000000
Mazda, Mazda 3 1.5L Luxury - 2020,2020,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,570000000
